Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent,Epic ID,Epic Title
Die Job Beschreibung wird aus der HTML Seite extrahiert,"## User Story

### Beschreibung:

**Als** Nutzer

**möchte ich** die Beschreibung des Jobs sehen können

**um** mich genauer über den Job informieren zu können.

### Weitere Notizen

- Die Beschreibung soll wieder mithilfe der OpenAI API extrahiert werden(Wenn es ohne geht gern auch ohne)
- Die Datenbank muss evtl. entsprechend angepasst werden
- Die Beschreibung darf nicht abgeändert werden. Es soll wortwörtlich übernommen werden.
- Es ist ausreichend es als String zu speichern
- Evtl. muss die API angepasst werden, damit die Beschreibung an das Frontend übergeben wird.

### Akzeptanzkriterien

1. Die Beschreibung wird gespeichert beim Crawlen
2. Die API stellt die Beschreibung an dem Frontend zur Verfügung
3. Es existieren automatische Tests, die die Funktionalitäten abdecken

### Testfälle (Nur von QA abhaken)

- [x] Testfall 1: Job Beschreibung von [https://recruitingapp-5128.de.umantis.com/Vacancies/3016/Description/2](https://recruitingapp-5128.de.umantis.com/Vacancies/3021/Description/2) wird gespeichert. Die Beschreibung sollte zu mehr als 80 % mit den Originalen übereinstimmen.
- [x] Testfall 2: Job Beschreibung von https://recruitingapp-5128.de.umantis.com/Vacancies/3020/Description/1 wird gespeichert. Die Beschreibung sollte zu mehr als 80 % mit den Originalen übereinstimmen.
- [x] Testfall 3: Job Beschreibung vonhttps://recruitingapp-5128.de.umantis.com/Vacancies/3018/Description/2wird gespeichert. Die Beschreibung sollte zu mehr als 80 % mit den Originalen übereinstimmen.
- [ ] Optional: Testfall 4: Die Jobbeschreibung der Testwebsite wird gespeichert. Die Beschreibung wird einmal geändert und die Änderung sollte übernommen werden. Die Beschreibung sollte zu mehr als 80% mit dem Original übereinstimmen.

### Testprotokoll

Tester\*in: Junyu Guo

Datum: 10.07.2024

<table>
<tr>
<th>Testfall</th>
<th>Erwartetes Ergebnis</th>
<th>Tatsächliches Ergebnis</th>
<th>Status</th>
<th>Anmerkungen</th>
</tr>
<tr>
<td>1</td>
<td>

Original:

Job: Computational Ecology - Statistical modelling (f/m/x)

Description:

Subject to funding of the European Commission, we offer a position in Computational Ecology - Statistical modelling (f/m/x)  working in the European Union funded project “BMD: Biodiversity Meets Data”. Starting date 01.03.2025.
</td>
<td>

In DB:

Subject to funding of the European Commission, we offer a position in Computational Ecology - Statistical modelling (f/m/x) working in the European Union funded project “BMD: Biodiversity Meets Data”. Starting date 01.03.2025.
</td>
<td>bestanden</td>
<td>100% :) </td>
</tr>
<tr>
<td>2</td>
<td>

Original:

Job: Umweltingenieur\*in

Description: 

Im Department Bodensystemforschung suchen wir im Rahmen des BMBF geförderten Vorhabens ""Rhizo4Bio – ServicePlattform – Mobile Service-Plattform zur Bohrkernentnahme für Wurzel- und Bodenanalysen” eine\*n motivierte\*n Umweltingenieur\*in für den Aufbau und die Betreuung der ServicePlattform. Die ServicePlattform dient dazu, die Wurzelerfassung zu erleichtern, Standards zu setzen und Arbeitsgruppen bundesweit Zugang zu dieser Beprobungs- und Methodenplattform zu geben.
</td>
<td>

In DB:

Im Department Bodensystemforschung suchen wir im Rahmen des BMBF geförderten Vorhabens ""Rhizo4Bio – ServicePlattform – Mobile Service-Plattform zur Bohrkernentnahme für Wurzel- und Bodenanalysen” eine_n motivierte_n Umweltingenieur\*in für den Aufbau und die Betreuung der ServicePlattform. Die ServicePlattform dient dazu, die Wurzelerfassung zu erleichtern, Standards zu setzen und Arbeitsgruppen bundesweit Zugang zu dieser Beprobungs- und Methodenplattform zu geben.
</td>
<td>bestanden</td>
<td>100% :) </td>
</tr>
<tr>
<td>3</td>
<td>

Original:

Job: Postdoctoral Researcher (f/m/x) in (bio)process engineering, (bio)electrochemistry, bioreactor engineering, electrochemical process engineering

Description:

The Department of Microbial Biotechnology is seeking a Postdoc (100%) to work on the project BISON (funded through the Sächsische Aufbaubank / EU Just Transition Fund). The project is currently pending final approval of the funding agency.
</td>
<td>

In DB:

The Department of Microbial Biotechnology is seeking a Postdoc (100%) to work on the project BISON (funded through the Sächsische Aufbaubank / EU Just Transition Fund). The project is currently pending final approval of the funding agency.
</td>
<td>bestanden</td>
<td>100% :)</td>
</tr>
</table>",282,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/282,Closed,Max Mager,max.mager,Marie Schwabe,marie.schwabe,No,No,,2024-06-09 14:22:31,2024-07-11 17:08:56,2024-07-11 17:08:56,Abgabe 3,21,"Team::BackEnd,User Story",0,44100,,
Die Beschreibung des Jobs soll angezeigt werden,"## User Story

### Beschreibung:

**Als** Nutzer

**möchte ich** die Beschreibung eines Jobs sehen

**um** genauere Informationen über diesen zu erhalten.

### Weitere Notizen

- Die Beschreibung kommt aus dem Backend über die API als String.
- Es wird keine Formatierung mitgegeben, daher muss es eine sinnvolle Darstellung geben, auch wenn die Jobs alle unterschiedlich sind.
- Daher wird eine schöne Darstellung schwierig, dennoch sollte es versucht werden.
- über genaues Rückgabeformat evtl., mit Ticket #282 abstimmen
- Es existieren automatisierte Tests, welche diese Funktionalität testen.

### Akzeptanzkriterien

1. Die Beschreibung eines Jobs wird in der Detailansicht angezeigt.

### Testfälle (Nur von QA abhaken)

- [x] Die Beschreibungen aller Jobs sind vorhanden und stimmen mit den Einträgen in der Datenbank überein.

### Testprotokoll

Tester\*in: Junyu Guo 

Datum: 10.07.2024

<table>
<tr>
<th>Testfall</th>
<th>Erwartetes Ergebnis</th>
<th>Tatsächliches Ergebnis</th>
<th>Status</th>
<th>Anmerkungen</th>
</tr>
<tr>
<td>1a</td>
<td>

In DB: 

Job: Postdoctoral Researcher, 

Description: Conduct research in the field of molecular biology.
</td>
<td>Conduct research in the field of molecular biology.</td>
<td>bestanden</td>
<td>

\-
</td>
</tr>
<tr>
<td>1b</td>
<td>

In DB: 

Job: Research Scientist

Description: Lead research projects in renewable energy technologies.
</td>
<td>Lead research projects in renewable energy technologies.</td>
<td>bestanden</td>
<td>

\-
</td>
</tr>
</table>",283,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/283,Closed,Max Mager,max.mager,Artem Zakharevych,artem.zakharevych,No,No,,2024-06-09 14:27:36,2024-07-11 17:08:57,2024-07-11 17:08:57,Abgabe 3,8,"Team::FrontEnd,User Story",0,1800,,
ESLint und Prettier im Team einführen.,"## User Story

### Beschreibung:

**Als** Team

**möchten wir** gute Codequalität halten

**um** auch in Zukunft unseren Code noch gut warten zu können.

### Weitere Notizen

- Wir haben [Prettier](https://prettier.io/) und [ESLint](https://eslint.org/) schon im Projekt hinzugefügt.
- Durch diese Bibliotheken/Tools kann der Styleguide leichter eingehalten werden.
- Dafür müssen die Einstellungsdateien angepasst werden, um unseren Styleguide zu entsprechen.
- Eventuell müssen für die volle Nutzung noch Einstellung im Editor gemacht werden.
- Dafür sollte eine Schulung durchgeführt werden, wo gezeigt wird, wie es eingerichtet wird und wie es funktioniert.

### Akzeptanzkriterien

1. Prettier und ESLint sind eingebunden
2. Die Einstellungen von beiden Bibliotheken sind eingepflegt und sie setzen den Styleguide um
3. Die Schulung dafür wurde durchgeführt

### Testfälle (Nur von QA abhaken)

- [x] Alle Fehler, welche durch ESLint angezeigt worden sind behoben.

### Testprotokoll

Tester\*in: Junyu Guo

Datum: 27.06.2024

| Testfall | Erwartetes Ergebnis | Tatsächliches Ergebnis | Status | Anmerkungen |
|----------|---------------------|------------------------|--------|-------------|
| 1 | Es wird kein Fehler von ESLint angezeigt | Es wird kein Fehler von ESLint angezeigt | bestanden | \- |
| 2 | Funktionalitäten im Backend und Frontend können weiterhin genutzt werden | Funktionalitäten in Ordnung | bestanden | \- |",290,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/290,Closed,Max Mager,max.mager,Lam Nguyen,lam.nguyen,No,No,,2024-06-12 13:59:04,2024-07-11 17:08:47,2024-07-11 17:08:47,Abgabe 3,5,"Team::FullStack,User Story",0,90300,,
Test zu #94,"## Technical Debt

### Beschreibung:
Es wurden keine Tests zu dem Ticket #94  erstellt

### Auswirkungen
Daher fehlt uns die Testabdeckung.

### Lösungsvorschläge
1. [Test erstellen, welche die Funktionalitäten abdeckt]

**Siehe #186**",294,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/294,Closed,Max Mager,max.mager,Mahmod Qobty (Mahamid),mahmod.qobty_mahamid,No,No,,2024-06-13 07:25:57,2024-07-19 07:36:21,2024-07-11 17:08:38,Abgabe 3,8,"Team::BackEnd,Technical Debt",0,65100,,
Tests zu #89 und #90,"## Technical Debt

### Beschreibung:
Es wurden keine Tests zu dem Ticket #89 und #90 erstellt

### Auswirkungen
Daher fehlt uns die Testabdeckung.

### Lösungsvorschläge
1. [Test erstellen, welche die Funktionalitäten abdeckt]

**Siehe #186**",295,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/295,Closed,Max Mager,max.mager,Batbuyan Buyandelger,batbuyan.buyandelger,No,No,,2024-06-13 07:28:56,2024-07-11 17:08:33,2024-07-11 17:08:32,Abgabe 3,8,"Team::BackEnd,Technical Debt",0,50400,,
Tests zu #88,"## Technical Debt

### Beschreibung:

Es wurden keine Tests zu dem Ticket #88 erstellt

### Auswirkungen

Daher fehlt uns die Testabdeckung.

### Lösungsvorschläge

1. \[Test erstellen, welche die Funktionalitäten abdeckt\]

**Siehe #186**

#### **Testfälle (nur von QA abhacken)**

* [x] receiveJob.ts unter Frontend/apiReceive ist zu 100% abgedeckt",296,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/296,Closed,Max Mager,max.mager,Dominique Fischer,dominique.fischer,No,No,,2024-06-13 07:31:41,2024-06-27 19:44:11,2024-06-27 19:44:10,Abgabe 3,5,"Team::FrontEnd,Technical Debt",0,12600,,
Tests zu #185,"## Technical Debt

### Beschreibung:
Es wurden keine Tests zu dem Ticket #185 erstellt

### Auswirkungen
Daher fehlt uns die Testabdeckung.

### Lösungsvorschläge
1. [Test erstellen, welche die Funktionalitäten abdeckt]

**Siehe #186**",297,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/297,Closed,Max Mager,max.mager,Batbuyan Buyandelger,batbuyan.buyandelger,No,No,,2024-06-13 07:33:23,2024-07-11 17:08:35,2024-07-11 17:08:35,Abgabe 3,3,"Team::BackEnd,Technical Debt",0,17700,,
Test zu #104,"## Technical Debt

### Beschreibung:
Es wurden keine Tests zu dem Ticket #104 erstellt

### Auswirkungen
Daher fehlt uns die Testabdeckung.

### Lösungsvorschläge
1. [Test erstellen, welche die Funktionalitäten abdeckt]

**Siehe #186**",298,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/298,Closed,Max Mager,max.mager,Lam Nguyen,lam.nguyen,No,No,,2024-06-13 07:34:44,2024-07-11 17:08:42,2024-07-11 17:08:42,Abgabe 3,5,"Team::FrontEnd,Technical Debt",0,13500,,
Jobtitel Extraktion verbessern,"## User Story

### Beschreibung:

**Als** Organisation

**möchte ich** korrekte Anzeigen des Jobtitels haben

**um** eine gute Qualität sicherzustellen

### Weitere Notizen

- Der Job Titel sollte häufiger korrekt sein, zur Zeit sind rund 30% der Extraktionen Fehler Haft
- Dafür könnte man den extrahierten Jobtitel versuchen im HTML COde zu finden. Falls nicht sollte eine erneute Extraktion erfolgen

### Akzeptanzkriterien

1. unter 5% Fehlerquote
2. Tests mit einer großen Datenmenge, damit die Feldquote realistischer berechnet werden kann
3. \[Kriterium 3\]

### Testfälle (Nur von QA abhaken)

- [x] siehe Protokoll von Auführung (gibt Entwickelnde Person) mit Eingabe - Ausgabe - Erfolg/nichtErfolg



### Testprotokoll

Tester\*in: Max Mager
Datum: 05.07.2024

Qualität ausreichend.

| Testfall | Erwartetes Ergebnis | Tatsächliches Ergebnis | Status | Anmerkungen |
|----------|---------------------|------------------------|--------|-------------|
| https://recruitingapp-5128.de.umantis.com/Vacancies/3021/Description/2 | Computational Ecology - Statistical modelling (f/m/x) | Computational Ecology - Statistical modelling (f/m/x) | bestanden | \- |
|https://recruitingapp-5128.de.umantis.com/Vacancies/3020/Description/1  | Umweltingenieur*in (w/m/d) | Umweltingenieur*in | unvollständig | (w/m/d) fehlt |
| https://recruitingapp-5128.de.umantis.com/Vacancies/3018/Description/2 | Postdoctoral Researcher (f/m/x) in (bio)process engineering, (bio)electrochemistry, bioreactor engineering, electrochemical process engineering  | Postdoctoral Researcher (f/m/x) in (bio)process engineering, (bio)electrochemistry, bioreactor engineering, electrochemical process engineering | bestanden | \- |
| https://recruitingapp-5128.de.umantis.com/Vacancies/3016/Description/2 | Engineer (f/m/x) in Bioreactor engineering | Engineer (f/m/x) in Bioreactor engineering | bestanden | \- |
| https://recruitingapp-5128.de.umantis.com/Vacancies/3014/Description/2 | Postdoc (f/m/x) Citizen science, biodiversity and urban greening plans in Europe | Postdoc (f/m/x) Citizen science, biodiversity and urban greening plans in Europe | bestanden | \- |",299,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/299,Closed,Max Mager,max.mager,Marie Schwabe,marie.schwabe,No,No,,2024-06-13 13:34:50,2024-07-11 17:08:54,2024-07-11 17:08:54,Abgabe 3,13,"Team::BackEnd,User Story",0,21600,,
Funktion nach DBeintrag ausführen,,305,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/305,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-06-14 11:15:11,2024-07-11 17:32:04,2024-07-11 17:32:04,Abgabe 3,,,0,0,,
"Prüfen, ob Veränderung vorliegt (anhand der Email)",,306,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/306,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-06-14 11:17:13,2024-07-11 17:32:27,2024-07-11 17:32:27,Abgabe 3,,,0,0,,
"Bei keiner Änderung, nicht validierte Daten validieren",,307,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/307,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-06-14 11:17:46,2024-07-11 17:33:27,2024-07-11 17:33:27,Abgabe 3,,,0,0,,
"Bei Änderung, Daten aktualisieren und validieren/speichern",,308,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/308,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-06-14 11:18:10,2024-07-11 17:33:31,2024-07-11 17:33:31,Abgabe 3,,,0,0,,
Job bekommt noch Stellen-Url als Attribut (Migration hinzufügen),,309,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/309,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-06-14 11:19:55,2024-07-11 17:33:40,2024-07-11 17:33:40,Abgabe 3,,,0,0,,
Job-Entity anpassen,,310,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/310,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-06-14 11:20:06,2024-07-11 17:33:53,2024-07-11 17:33:53,Abgabe 3,,,0,0,,
Testdaten hinzufügen,,311,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/311,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-06-14 11:20:14,2024-07-11 17:34:01,2024-07-11 17:34:01,Abgabe 3,,,0,0,,
createJob/updateJob um Link erweitern,,312,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/312,Closed,Marie Schwabe,marie.schwabe,"","",No,No,,2024-06-14 11:20:35,2024-07-11 17:34:09,2024-07-11 17:34:09,Abgabe 3,,,0,0,,
sich informieren,,317,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/317,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-06-15 09:58:01,2024-07-11 17:35:53,2024-07-11 17:35:53,Abgabe 3,,,0,0,,
auf verschiedenen Editoren ausprobieren,,318,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/318,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-06-15 09:58:26,2024-07-11 17:35:56,2024-07-11 17:35:56,Abgabe 3,,,0,0,,
styleguide einstellen,,319,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/319,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-06-15 09:58:39,2024-07-11 17:35:59,2024-07-11 17:35:59,Abgabe 3,,,0,0,,
Dateien überprüfen,,320,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/320,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-06-15 09:58:55,2024-07-11 17:36:03,2024-07-11 17:36:03,Abgabe 3,,,0,0,,
Vortrag vorbereiten ,,321,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/321,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-06-15 09:59:09,2024-07-11 17:36:07,2024-07-11 17:36:07,Abgabe 3,,,0,0,,
.html von UFZ kopieren ,,323,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/323,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-06-15 10:15:48,2024-07-11 17:37:40,2024-07-11 17:37:40,Abgabe 3,,,0,0,,
Übersicht mit 2-3 Stellenanzeigen erstellen,,324,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/324,Closed,Lam Nguyen,lam.nguyen,"","",No,No,,2024-06-15 10:16:05,2024-07-11 17:37:46,2024-07-11 17:37:46,Abgabe 3,,,0,0,,
Sortierierung der Stellen funktioniert nicht mehr,"## Defect

### Betroffene Person / Ansprechpartner
Keine

### Beschreibung:
Wenn man auf den sortier Knopf drückt, flacker die Anzeigen kurz aber werden nicht sortiert sondern verbleiben an ihrere Position

### Umgebung
- **Betriebssystem:** Windows
- **Browser:** Chrome
- **Version:** Keine

### Schritte zur Reproduktion des Defects
1. aktuellsten main Stand, backend und frontend starten --> sortiert Knopf betätigen

### Erwartetes Verhalten
Sollte sortiert dargestellt werden abwechselnd

### Tatsächliches Verhalten
bleibt wie es vorher war

### Nachweise
Keine",325,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/325,Closed,Vladislav Antonov,vladislav.antonov,Vladislav Antonov,vladislav.antonov,No,No,,2024-06-19 07:52:44,2024-07-11 17:20:39,2024-06-27 19:44:11,Abgabe 3,1,Defect,0,0,,
Funktionen in scraper.ts anpassen,"## Technical Debt

### Beschreibung:
Die Funktionen in scraper.ts haben alle das Attribut URL, dies wird nicht überall benötigt und sollte nur bei einer Funktion übergeben werden.
Zusätzlich haben nicht alle Variablen Typen.

### Auswirkungen
Testen wird dadurch umfangreicher, da Unittest einzelner Funktion nicht möglich ist.


### Lösungsvorschläge
1. getBodyText sollte IScrapeResult als Attribut erhalten.
2. Typen bei Funktionen hinzufügen.
3. crawlerController anpassen, damit dieser noch funktioniert

**Siehe #92 **",326,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/326,Closed,Max Mager,max.mager,Marie Schwabe,marie.schwabe,No,No,,2024-06-23 08:57:09,2024-07-11 17:08:37,2024-07-11 17:08:37,Abgabe 3,2,"Team::BackEnd,Technical Debt",0,0,,
Funktionen in openAI.ts anpassen,"## Technical Debt

### Beschreibung:
Die Funktionen in openAI.ts haben alle das Attribut URL, dies wird nicht benötigt und sollte durch den BodyText ersetzt werden.

### Auswirkungen
Testen der Funktionen wird schwerer, da immer andere Funktionen unnötigerweise mit aufgerufen werden.  

### Lösungsvorschläge
1. createAIMessageTemplate BodyText statt URL als Attribut
2. aiResponse BodyText statt URL als Attribut
3. crawlerController anpassen, damit dieser noch funktioniert


**Siehe #94 **",327,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/327,Closed,Max Mager,max.mager,Mahmod Qobty (Mahamid),mahmod.qobty_mahamid,No,No,,2024-06-23 09:00:20,2024-07-11 17:08:39,2024-07-11 17:08:39,Abgabe 3,2,"Team::BackEnd,Technical Debt",0,0,,
MVP Einschränkung,"## Spike

### Ziel
Als Team schaffen wir den vorher gestellten MVP nicht, daher wollen wir im Austausch mit Herr Schaefer diesen einkürzen.

**Beschreibung:**  
Dafür muss der PO im Austausch mit Herr Schaefer eine Lösung finden, die machbar und zufriedenstellend ist.


### Akzeptanzkriterien
1. Herr Schaefer stimmt einem Vorschlag für einen MVP zu.",328,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/328,Closed,Max Mager,max.mager,Max Mager,max.mager,No,No,,2024-06-25 09:05:31,2024-06-25 09:12:26,2024-06-25 09:12:26,Abgabe 3,1,Spike,0,7200,,
Tests schreiben,,329,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/work_items/329,Closed,Max Mager,max.mager,"","",No,No,,2024-06-25 09:44:01,2024-07-11 17:38:00,2024-07-11 17:38:00,Abgabe 3,,,0,0,,
Webcrawler erstellen,"## User Story

### Beschreibung:

**Als** Organisation

**möchten wir** das all unsre Stellen übernommen werden

**um** alle diese zu veröffentlichen

### Weitere Notizen

- **Bisher** kann dem Webscraper ein Link übergeben werden und dieser wird extrahiert.
- Dieses Ticket soll ermöglichen, dass der Link der Karriere/Vakanzen/Stellenangebote/Jobs-Seite als Parameter übergeben werden kann. (Beispiel Link https://www.ufz.de/index.php?de=34276)
- Die Funktion ruft dann für jede Stelle der Organisation die Extraktion auf.
- Das Extrahieren existiert bereits und soll genutzt werden.
- Hier geht es **nur** darum, alle URLs für die Stellen einer Organisation zu bekommen.
- Damit es sich besser testen lässt, wäre es sinnvoll eine Funktion zu haben, welche als Parameter den Link der Organisation (den Link zu den Jobs) bekommt und eine Liste mit allen URLs der Unterseite zurückgibt.
- Diese Liste kann dann einer weiteren Funktion übergeben werden, welche dann für jeden Eintrag in der Liste die Extraktion aufruft.
- Der primäre Fokus liegt zuerst auf der UFZ Seite, es sollte dennoch ein universeller Ansatz angestrebt werden.
- Dieses Ticket verlangt **NICHT**, dass diese Funktionen regelmäßig ausgeführt werden.

### Akzeptanzkriterien

1. Es kann der Link zu Jobs einer Organisation übergeben werden und diese werden dann alle extrahiert.
2. Es existieren automatisierte Tests für alle Funktionalitäten.

### Testfälle (Nur von QA abhaken)

- [x] Ich erhalte beim erstmaligen ausführen alle Stellenazeigen der UFZ Stelle (DB Leer)
- [x] beim zweiten ausführen sollte, da die UFZ Stelle etag/sitemap etc hat, keine neue Stellen hinzugefügt wurden sein + auch keine aktualisiert

### Testprotokoll

**Tester\*in: Junyu Guo**

**Datum: 09.07.2024**

<details>
<summary>

<table>
<tr>
<th>Testfall</th>
<th>Erwartetes Ergebnis</th>
<th>Tatsächliches Ergebnis</th>
<th>Status</th>
<th>Anmerkungen</th>
</tr>
<tr>
<td>1</td>
<td>

Ich erhalte beim erstmaligen ausführen **3** Stellenazeigen der UFZ Stelle (DB Leer)
</td>
<td>Ich erhalte beim erstmaligen ausführen 3 Stellenazeigen der UFZ Stelle (DB Leer)</td>
<td>bestanden</td>
<td>Für Tests auf 3 Stellen begrenzt, um Kosten zu sparen.</td>
</tr>
<tr>
<td>2</td>
<td>beim zweiten ausführen sollte, da die UFZ Stelle etag/sitemap etc hat, keine neue Stellen hinzugefügt wurden sein + auch keine aktualisiert</td>
<td>beim zweiten ausführen sollte, da die UFZ Stelle etag/sitemap etc hat, keine neue Stellen hinzugefügt wurden sein + auch keine aktualisiert</td>
<td>bestanden</td>
<td>

\-
</td>
</tr>
<tr>
<td>Test zu 98</td>
<td>

* Stellen auf Testwebsite extrahieren
* Anpassen der Testwebsite, sodass eine stelle sich verändert hat.
* Webscrapper erkennt die Seite und aktualisiert diese, die anderen werden nicht geändert.
</td>
<td>funktioniert leider noch nicht</td>
<td>bestanden</td>
<td>Die Funktion ist noch nicht in der Lage, die Jobs universell auf allen Seiten zu extrahieren, da der Ansatz für UFZ Website-basiert war. Für den universellen Ansatz benötigen wir eine andere Logik, die wir leider in diesem Sprint nicht erreichen können und später implementieren müssen.</td>
</tr>
</table>

</summary></details>

### **coverage**

**web_monitor.ts**

**Tester\*in: Junyu Guo**

**Datum: 09.07.2024**

<table>
<tr>
<th>

</th>
<th>coverage</th>
<th>Status</th>
<th>Anmerkung</th>
</tr>
<tr>
<td>statements</td>
<td>40.26%</td>
<td>bestanden</td>
<td>siehe functions</td>
</tr>
<tr>
<td>branches</td>
<td>31.08%</td>
<td>bestanden</td>
<td>siehe functions</td>
</tr>
<tr>
<td>functions</td>
<td>46.66%</td>
<td>bestanden</td>
<td>

loadData(), saveData():

Dies wird aus Zeitmangel größtenteils nicht getestet, muss aber zu einem späteren Zeitpunkt nachgeholt werden, da wir uns mit nicht vorhandenen Websites auseinandersetzen müssen. Siehe oben Testprotokoll

Rest siehe: #264
</td>
</tr>
<tr>
<td>lines</td>
<td>40.26%</td>
<td>bestanden</td>
<td>siehe functions</td>
</tr>
</table>

**crawlerController.ts**

**Tester\*in: Junyu Guo**

**Datum: 09.07.2024**

<table>
<tr>
<th>

</th>
<th>coverage</th>
<th>Status</th>
<th>Anmerkung</th>
</tr>
<tr>
<td>statements</td>
<td>51.85%</td>
<td>bestanden</td>
<td>siehe functions</td>
</tr>
<tr>
<td>branches</td>
<td>12.5%</td>
<td>bestanden</td>
<td>siehe functions</td>
</tr>
<tr>
<td>functions</td>
<td>50%</td>
<td>bestanden</td>
<td>

start(): 

...

if (employer && employer.Website)

...

Dies wird aus Zeitmangel größtenteils nicht getestet, muss aber zu einem späteren Zeitpunkt nachgeholt werden, da wir uns mit nicht vorhandenen Websites auseinandersetzen müssen. 

console.log können wir in diesem Sprint ebenfalls nicht mehr abdecken können.
</td>
</tr>
<tr>
<td>lines</td>
<td>51.85%</td>
<td>bestanden</td>
<td>siehe functions</td>
</tr>
</table>

Weitere Anmerkungen:

* database.feature.test schlägt aufgrund von Änderungen fehl, wird aber im Ticket #357 behoben.
* Für Backend- und Frontend-Funktionen: Sortjob funktioniert nicht wie gewünscht, ein Ticket wurde dafür erstellt",330,https://gitlab.dit.htwk-leipzig.de/softwareprojekt/stellenboerse/-/issues/330,Closed,Max Mager,max.mager,Robert Hobelsberger,robert.hobelsberger,No,No,,2024-06-26 13:19:41,2024-07-11 17:08:54,2024-07-11 17:08:53,Abgabe 3,21,"Team::BackEnd,User Story",0,179400,,
